הזמנה,תאריך,סטטוס הזמנה,מס. לקוח,שם לקוח,סוג מכירה,תאור סוג מכירה,מס' סוכן,שם סוכן,לטיפול,"מק""ט",ת. אספקה,מחיר מינימום,תאור מוצר,"מחירון בסיס ש""ח","מחיר בתעודה ש""ח",מחירון בסיס USD,מחיר בתעודה USD,מחירון בסיס,מחיר בתעודה,מטבע שורה,כמות,"סה""כ ב-ש""ח","סה""כ ב-USD","סה""כ במטבע הזמנה","סה""כ אחרי הנחה",מטבע הזמנה,יתרה לאספקה,תשלום מראש,סגורה?,פרויקט,תאור פרויקט,מספר פעילות (WBS),מספר פעילות,שם פעילות,סטטוס שורת הזמנה,כ.ארוזה/דווח פנימי,מהדורת מוצר,מהדורת עץ מוצר
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,A12000114,3/6/2025,0.00,פנס הולך רגל (1122309) LED 230V 2X200 - מתוקן,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",8,0.00,0.00,0.00,0.00,"ש""ח",8,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,13000019,3/6/2025,0.00,שלט ללחצן ה.רגל א44-(דו צדדי),0.00,102.00,0.00,28.25,0.00,102.00,"ש""ח",8,816.00,225.98,816.00,816.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,33000040,3/6/2025,0.00,"תקתקן אקוסטי 220V דגם ""מנורה""",0.00,1567.50,0.00,434.09,0.00,1567.50,"ש""ח",8,12540.00,3472.72,12540.00,12540.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,14000209,3/6/2025,0.00,עמוד תקתקן עם דלת 1.80 מ' 4'',0.00,339.50,0.00,94.02,0.00,339.50,"ש""ח",6,2037.00,564.11,2037.00,2037.00,"ש""ח",6,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000009,3/6/2025,0.00,22X1.5+1X2.5+1X4 כבל,0.00,27.97,0.00,7.75,0.00,27.97,"ש""ח",500,13985.00,3872.89,13985.00,13985.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000010,3/6/2025,0.00,14X1.5+1X2.5+1X4 כבל,0.00,19.47,0.00,5.39,0.00,19.47,"ש""ח",500,9735.00,2695.93,9735.00,9735.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000011,3/6/2025,0.00,8X1.5+1X2.5+1X4 כבל,0.00,13.80,0.00,3.82,0.00,13.80,"ש""ח",500,6900.00,1910.83,6900.00,6900.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000026,3/6/2025,0.00,כבל טוויסטד 2X14  בילדין,0.00,6.30,0.00,1.74,0.00,6.30,"ש""ח",500,3150.00,872.33,3150.00,3150.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000006,3/6/2025,0.00,כבל 3X1.5 N2XY,0.00,2.46,0.00,0.68,0.00,2.46,"ש""ח",500,1230.00,340.63,1230.00,1230.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000042,3/6/2025,0.00,כבל הארקה 10 מ''מ צ/י קשיח (בתוף 500 מ'),0.00,4.90,0.00,1.36,0.00,4.90,"ש""ח",0,0.00,0.00,0.00,0.00,"ש""ח",0,,,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,12000100,3/6/2025,0.00,מסגרת רקע לפנס לד דגם I,0.00,138.00,0.00,38.22,0.00,138.00,"ש""ח",10,1380.00,382.17,1380.00,1380.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,14000001,3/6/2025,0.00,בסיס יציקה+הארקה לעמוד ציר,0.00,260.00,0.00,72.00,0.00,260.00,"ש""ח",6,1560.00,432.01,1560.00,1560.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,14000034,3/6/2025,0.00,עמוד תנועה 4.4 מ' - סטנדר,0.00,640.00,0.00,177.24,0.00,640.00,"ש""ח",10,6400.00,1772.36,6400.00,6400.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,14000029,3/6/2025,0.00,עמוד גבוה 5.80 מ'-סטנדרט',0.00,895.00,0.00,247.85,0.00,895.00,"ש""ח",2,1790.00,495.71,1790.00,1790.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,14000151,3/6/2025,0.00,"עמוד ציר מחוזק 5.25X""6 דופן 4.76 מ''מ",0.00,1377.40,0.00,381.45,0.00,1377.40,"ש""ח",6,8264.40,2288.67,8264.40,8264.40,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,14000054,3/6/2025,0.00,"שוט ג'בו  "" 3.0X4",0.00,776.00,0.00,214.90,0.00,776.00,"ש""ח",5,3880.00,1074.49,3880.00,3880.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,34000166,3/6/2025,0.00,שק בטון מוכן התייבשות מהירה 25 ק''ג,0.00,25.50,0.00,7.06,0.00,25.50,"ש""ח",50,1275.00,353.09,1275.00,1275.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25000000,3/6/2025,0.00,פס הארקה לעמוד (7  ברגים),0.00,12.00,0.00,3.32,0.00,12.00,"ש""ח",10,120.00,33.23,120.00,120.00,"ש""ח",0,,Y,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000678,3/4/2025,מאושרת לבצוע,106093,"ש.ח פארק פיתוח וגינון (1986)בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,14000052,3/6/2025,0.00,מתקן לפנס על זרוע שוט,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",5,0.00,0.00,0.00,0.00,"ש""ח",5,,,PR25000036,עבודות רמזורים קרית אתא,,0,,,0,,
SO25000679,3/5/2025,בוצעה,106259,"החברה הכלכלית לפיתוח באר שבע בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,28000033,3/5/2025,0.00,מצבר 12MVR65 65 AH,0.00,577.00,0.00,159.35,0.00,577.00,"ש""ח",4,2308.00,637.39,2308.00,2308.00,"ש""ח",4,,Y,PR25000007,אביגדור אביטל,,0,,,0,,
SO25000680,3/5/2025,מאושרת לבצוע,106132,"חברת נתיבי איילון בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,33000174,3/6/2025,0.00,חלק מפה MATU101-100,0.00,1.00,0.00,0.28,0.00,1.00,"ש""ח",300,300.00,82.85,300.00,300.00,"ש""ח",300,,,PR24000169,"נת""א - רמת גן",,0,,,0,,
SO25000680,3/5/2025,מאושרת לבצוע,106132,"חברת נתיבי איילון בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,33000195,3/6/2025,0.00,חץ כיוון עגול ליחידת רטט MATU101-112,0.00,3.00,0.00,0.83,0.00,3.00,"ש""ח",50,150.00,41.43,150.00,150.00,"ש""ח",50,,,PR24000169,"נת""א - רמת גן",,0,,,0,,
SO25000680,3/5/2025,מאושרת לבצוע,106132,"חברת נתיבי איילון בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000017,3/6/2025,0.00,כבל פנדל 3X2.5,0.00,3.78,0.00,1.04,0.00,3.78,"ש""ח",300,1134.00,313.17,1134.00,1134.00,"ש""ח",300,,,PR24000169,"נת""א - רמת גן",,0,,,0,,
SO25000680,3/5/2025,מאושרת לבצוע,106132,"חברת נתיבי איילון בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,28000033,3/6/2025,0.00,מצבר 12MVR65 65 AH,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",8,0.00,0.00,0.00,0.00,"ש""ח",8,,,PR24000169,"נת""א - רמת גן",,0,,,0,,
SO25000680,3/5/2025,מאושרת לבצוע,106132,"חברת נתיבי איילון בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000069,3/6/2025,0.00,כבל 3X10 XLPE,0.00,14.83,0.00,4.10,0.00,14.83,"ש""ח",50,741.50,204.78,741.50,741.50,"ש""ח",50,,,PR24000169,"נת""א - רמת גן",,0,,,0,,
SO25000680,3/5/2025,מאושרת לבצוע,106132,"חברת נתיבי איילון בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,31000405,3/6/2025,0.00,פח סגירה לארון UPS DCWE-2 1040X255 מ''מ,0.00,45.00,0.00,12.43,0.00,45.00,"ש""ח",2,90.00,24.86,90.00,90.00,"ש""ח",2,,,PR24000169,"נת""א - רמת גן",,0,,,0,,
SO25000680,3/5/2025,מאושרת לבצוע,106132,"חברת נתיבי איילון בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000237,3/6/2025,0.00,כבל 8X6005  מסוכך,0.00,2.50,0.00,0.69,0.00,2.50,"ש""ח",50,125.00,34.52,125.00,125.00,"ש""ח",50,,,PR24000169,"נת""א - רמת גן",,0,,,0,,
SO25000680,3/5/2025,מאושרת לבצוע,106132,"חברת נתיבי איילון בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,19000022,3/6/2025,0.00,"סרט בידוד רוחב ""2 שחור",0.00,5.90,0.00,1.63,0.00,5.90,"ש""ח",10,59.00,16.29,59.00,59.00,"ש""ח",10,,,PR24000169,"נת""א - רמת גן",,0,,,0,,
SO25000680,3/5/2025,מאושרת לבצוע,106132,"חברת נתיבי איילון בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,19000134,3/6/2025,0.00,קצף פוליאוריטן,0.00,12.00,0.00,3.31,0.00,12.00,"ש""ח",5,60.00,16.57,60.00,60.00,"ש""ח",5,,,PR24000169,"נת""א - רמת גן",,0,,,0,,
SO25000680,3/5/2025,מאושרת לבצוע,106132,"חברת נתיבי איילון בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,34000166,3/6/2025,0.00,שק בטון מוכן התייבשות מהירה 25 ק''ג,0.00,25.50,0.00,7.04,0.00,25.50,"ש""ח",4,102.00,28.17,102.00,102.00,"ש""ח",4,,,PR24000169,"נת""א - רמת גן",,0,,,0,,
SO25000680,3/5/2025,מאושרת לבצוע,106132,"חברת נתיבי איילון בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,14000209,3/6/2025,0.00,עמוד תקתקן עם דלת 1.80 מ' 4'',0.00,339.50,0.00,93.76,0.00,339.50,"ש""ח",2,679.00,187.52,679.00,679.00,"ש""ח",2,,,PR24000169,"נת""א - רמת גן",,0,,,0,,
SO25000680,3/5/2025,מאושרת לבצוע,106132,"חברת נתיבי איילון בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,14000045,3/6/2025,0.00,"פקק פלסטי לעמוד ""4",0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",5,0.00,0.00,0.00,0.00,"ש""ח",5,,,PR24000169,"נת""א - רמת גן",,0,,,0,,
SO25000681,3/5/2025,מאושרת לבצוע,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000111,3/5/2025,0.00,כבל גל ירוק 10X2X06,0.00,15.60,0.00,4.31,0.00,15.60,"ש""ח",330,5148.00,1421.71,5148.00,5148.00,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000681,3/5/2025,מאושרת לבצוע,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,16000262,3/5/2025,0.00,ארונית 48 - 48 ריתוך,0.00,2050.00,0.00,566.14,0.00,2050.00,"ש""ח",2,4100.00,1132.28,4100.00,4100.00,"ש""ח",2,,,PR25000003,מוריה,,0,,,0,,
SO25000681,3/5/2025,מאושרת לבצוע,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000300,3/5/2025,0.00,סיב אופטי 48 סיב S.M משוריין,0.00,4.10,0.00,1.13,0.00,4.10,"ש""ח",330,1353.00,373.65,1353.00,1353.00,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000681,3/5/2025,מאושרת לבצוע,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,19000022,3/5/2025,0.00,"סרט בידוד רוחב ""2 שחור",0.00,5.90,0.00,1.63,0.00,5.90,"ש""ח",2,11.80,3.26,11.80,11.80,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000682,3/5/2025,בוצעה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,16000222,3/5/2025,0.00,בסיס לבזק 7,0.00,840.01,0.00,231.98,0.00,840.01,"ש""ח",1,840.01,231.98,840.01,840.01,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000682,3/5/2025,בוצעה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000912,3/5/2025,0.00,קיסטון לשקע CAT-6A,0.00,8.60,0.00,2.38,0.00,8.60,"ש""ח",4,34.40,9.50,34.40,34.40,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000682,3/5/2025,בוצעה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,19000022,3/5/2025,0.00,"סרט בידוד רוחב ""2 שחור",0.00,5.90,0.00,1.63,0.00,5.90,"ש""ח",2,11.80,3.26,11.80,11.80,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000682,3/5/2025,בוצעה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000059,3/5/2025,0.00,כבל CAT-7 חיצוני (OUTDOOR),0.00,2.40,0.00,0.66,0.00,2.40,"ש""ח",500,1200.00,331.40,1200.00,1200.00,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000682,3/5/2025,בוצעה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000026,3/5/2025,0.00,כבל טוויסטד 2X14  בילדין,0.00,6.30,0.00,1.74,0.00,6.30,"ש""ח",500,3150.00,869.93,3150.00,3150.00,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,14000365,3/5/2025,0.00,בסיס יציקה+הארקה לעמוד מצלמה 12 מ' 4 ברגים,0.00,504.97,0.00,139.46,0.00,504.97,"ש""ח",1,504.97,139.46,504.97,504.97,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000848,3/5/2025,0.00,"ג'יביק 1000BASE-LX SFP 10 Pack, Hi",0.00,4210.43,0.00,1162.78,0.00,4210.43,"ש""ח",0.4,1684.17,465.11,1684.17,1684.17,"ש""ח",0.4,,,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000846,3/5/2025,0.00,"מתג תעשייתי ISW 8GBP,4-SFP",0.00,4240.00,0.00,1170.95,0.00,4240.00,"ש""ח",2,8480.00,2341.89,8480.00,8480.00,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000847,3/5/2025,0.00,ספק כח למתג תעשייתי IS AC-DC PS 240W,0.00,214.96,0.00,59.36,0.00,214.96,"ש""ח",4,859.84,237.46,859.84,859.84,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,34000157,3/5/2025,0.00,"צינור שרשורי  ""3 שחור",0.00,3.40,0.00,0.94,0.00,3.40,"ש""ח",10,34.00,9.39,34.00,34.00,"ש""ח",10,,,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,22002476,3/5/2025,0.00,מצלמת PTZ BOSCH  MIC-7522-Z30W,0.00,13250.14,0.00,3659.25,0.00,13250.14,"ש""ח",1,13250.14,3659.25,13250.14,13250.14,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000456,3/5/2025,0.00,מגשר אופטי  S.M כפול באורך 1 מטר  SC/LC,0.00,6.85,0.00,1.89,0.00,6.85,"ש""ח",4,27.40,7.57,27.40,27.40,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000857,3/5/2025,0.00,כבל רשת 1 מ' CAT-6,0.00,4.60,0.00,1.27,0.00,4.60,"ש""ח",2,9.20,2.54,9.20,9.20,"ש""ח",2,,Y,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000051,3/5/2025,0.00,כבל רשת 15 מ' CAT-6,0.00,14.41,0.00,3.98,0.00,14.41,"ש""ח",2,28.82,7.96,28.82,28.82,"ש""ח",2,,Y,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,34000022,3/5/2025,0.00,בטון מוכן ב-30 שקיעה 4 עדש,0.00,320.06,0.00,88.39,0.00,320.06,"ש""ח",2,640.12,176.78,640.12,640.12,"ש""ח",2,,,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000164,3/5/2025,0.00,כבל פנדל 3X1.5,0.00,2.57,0.00,0.71,0.00,2.57,"ש""ח",15,38.55,10.65,38.55,38.55,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,19000022,3/5/2025,0.00,"סרט בידוד רוחב ""2 שחור",0.00,5.90,0.00,1.63,0.00,5.90,"ש""ח",2,11.80,3.26,11.80,11.80,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000912,3/5/2025,0.00,קיסטון לשקע CAT-6A,0.00,8.60,0.00,2.38,0.00,8.60,"ש""ח",2,17.20,4.75,17.20,17.20,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25000683,3/5/2025,נדחה,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001204,3/5/2025,0.00,שנאי מבדל 150VA 230/27V מורכב,0.00,219.94,0.00,60.74,0.00,219.94,"ש""ח",1,219.94,60.74,219.94,219.94,"ש""ח",1,,,PR25000003,מוריה,,0,,,0,,
SO25000684,3/5/2025,מבוטלת,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,34000166,3/9/2025,0.00,שק בטון מוכן התייבשות מהירה 25 ק''ג,0.00,25.50,0.00,7.04,0.00,25.50,"ש""ח",15,382.50,105.63,382.50,382.50,"ש""ח",15,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25000684,3/5/2025,מבוטלת,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,34000166,3/9/2025,0.00,שק בטון מוכן התייבשות מהירה 25 ק''ג,0.00,25.50,0.00,7.04,0.00,25.50,"ש""ח",2,51.00,14.08,51.00,51.00,"ש""ח",2,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25000684,3/5/2025,מבוטלת,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,19000034,3/9/2025,0.00,סיליקון שקוף RTV-בטייוב,0.00,6.77,0.00,1.87,0.00,6.77,"ש""ח",5,33.85,9.35,33.85,33.85,"ש""ח",5,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25000685,3/5/2025,בוצעה,106434,"אריאל וימאזור בקרת תנועה וחניה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000395,3/5/2025,0.00,מסך 27'' פיליפס,0.00,348.64,0.00,96.28,0.00,348.64,"ש""ח",2,697.28,192.57,697.28,697.28,"ש""ח",0,,Y,PR25000013,רכוש קבוע,,0,,,0,,
SO25000685,3/5/2025,בוצעה,106434,"אריאל וימאזור בקרת תנועה וחניה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000249,3/5/2025,0.00,סט אלחוטי מקלדת+עכבר Set2000,0.00,94.99,0.00,26.23,0.00,94.99,"ש""ח",1,94.99,26.23,94.99,94.99,"ש""ח",0,,Y,PR25000013,רכוש קבוע,,0,,,0,,
SO25000686,3/5/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,22002891,3/5/2025,0.00,ספק כח PLANET IPOE-171-95W  כולל כבל מתח,0.00,866.64,0.00,239.34,0.00,866.64,"ש""ח",90,77997.60,21540.35,77997.60,77997.60,"ש""ח",60,,,PR25000020,סנסורים,,0,,,0,,
SO25000686,3/5/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001354,3/5/2025,0.00,ספק כח DRS-240-12,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",90,0.00,0.00,0.00,0.00,"ש""ח",40,,,PR25000020,סנסורים,,0,,,0,,
SO25000686,3/5/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,22002894,3/5/2025,0.00,TCP MODULE ADAM 6060,0.00,750.00,0.00,207.13,0.00,750.00,"ש""ח",90,67500.00,18641.26,67500.00,67500.00,"ש""ח",90,,,PR25000020,סנסורים,,0,,,0,,
SO25000686,3/5/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,28000043,3/5/2025,0.00,PLX12-260FT(A)(12V260W) מצבר,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",90,0.00,0.00,0.00,0.00,"ש""ח",90,,,PR25000020,סנסורים,,0,,,0,,
SO25000686,3/5/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,16081977,3/5/2025,0.00,PTZ NDP-5512-Z30L,0.00,3560.61,0.00,983.32,0.00,3560.61,"ש""ח",60,213636.60,58999.34,213636.60,213636.60,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25000686,3/5/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26001114,3/5/2025,0.00,כרטיס זיכרון MicroSD 1T,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",60,0.00,0.00,0.00,0.00,"ש""ח",6,,,PR25000020,סנסורים,,0,,,0,,
SO25000687,3/5/2025,נדחה,106005,עיריית ירושלים,001,רכש לפרויקט,,,אלכס גלפרין,16000262,3/6/2025,0.00,ארונית 48 - 48 ריתוך,0.00,2050.00,0.00,566.14,0.00,2050.00,"ש""ח",2,4100.00,1132.28,4100.00,4100.00,"ש""ח",2,,,PR24000170,ע.ירושלים - בקרה רמזורים,,0,,,0,,
SO25000687,3/5/2025,נדחה,106005,עיריית ירושלים,001,רכש לפרויקט,,,אלכס גלפרין,16000269,3/6/2025,0.00,ארונית 24 - 60 ריתוך,0.00,2100.00,0.00,579.95,0.00,2100.00,"ש""ח",2,4200.00,1159.90,4200.00,4200.00,"ש""ח",1,,,PR24000170,ע.ירושלים - בקרה רמזורים,,0,,,0,,
