מס' ספק,שם ספק,הזמנה,תאריך,מק'ט,תאור מוצר,ת. אספקה,כמות,יח',מחיר סופי,מטבע,מחיר סופי בשקלים
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000346,2/18/2025,13000323,ארון סנסורים TIP-860 800X600X300,2/18/2025,30,יח',16710.00,"ש""ח",16710.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000349,2/18/2025,25000633,מפסק גבול זרוע קצרה N.O/N.C TLS-121,2/18/2025,5,יח',200.00,"ש""ח",200.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000349,2/18/2025,25000639,מפסק גבול זרוע מתכווננת TLS-131  NO-NC,2/18/2025,5,יח',200.00,"ש""ח",200.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000352,2/18/2025,25000647,מפסק גבול זרוע מתכווננת N.C/N.C. FT139J02,2/18/2025,5,יח',650.00,"ש""ח",650.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000352,2/18/2025,25000639,מפסק גבול זרוע מתכווננת TLS-131  NO-NC,2/18/2025,5,יח',200.00,"ש""ח",200.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000365,2/18/2025,25000649,מפסק גבול זרוע קצרה NC/NC FT145J02,2/18/2025,5,יח',650.00,"ש""ח",650.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000427,2/24/2025,19000505,מגע פתוח  NO LAY4-BE101 לקופסא,2/24/2025,10,יח',77.40,"ש""ח",77.40
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000430,2/24/2025,25000271,"מהדק הארקה 4 ממ""ר SL4/35-1212.2",2/24/2025,200,יח',1500.00,"ש""ח",1500.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000485,3/2/2025,19000522,מגע סגור NC LAY4-BE102 לקופסא,3/2/2025,20,יח',154.00,"ש""ח",154.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000531,3/7/2025,16000220,"קופסא 3 חורים 22 מ""מ",3/7/2025,1,יח',23.10,"ש""ח",23.10
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000531,3/7/2025,25000118,לחצן רגעי ירוק + בסיס LAY4-EA3 לקופסא,3/7/2025,1,יח',11.06,"ש""ח",11.06
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000531,3/7/2025,25000514,לחצן רגעי אדום + בסיס LAY4-EA4 לקופסא,3/7/2025,1,יח',11.06,"ש""ח",11.06
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000531,3/7/2025,19000505,מגע פתוח  NO LAY4-BE101 לקופסא,3/7/2025,3,יח',23.22,"ש""ח",23.22
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000531,3/7/2025,19000522,מגע סגור NC LAY4-BE102 לקופסא,3/7/2025,2,יח',15.40,"ש""ח",15.40
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000531,3/7/2025,25000645,ראש בורר 0-1 + בסיס,3/7/2025,1,יח',18.00,"ש""ח",18.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000597,3/13/2025,25001037,סופית חוט נלחצת שחורה+בידוד 1.5-8 E (שקית 100 יח'),3/13/2025,30,יח',140.10,"ש""ח",140.10
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000597,3/13/2025,25001036,סופית חוט נלחצת אדומה+בידוד 1-8 E (שקית 100 יח'),3/13/2025,20,יח',67.60,"ש""ח",67.60
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000679,3/25/2025,19000522,מגע סגור NC LAY4-BE102 לקופסא,3/25/2025,2,יח',15.40,"ש""ח",15.40
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000679,3/25/2025,19000505,מגע פתוח  NO LAY4-BE101 לקופסא,3/25/2025,6,יח',46.20,"ש""ח",46.20
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000679,3/25/2025,25000645,ראש בורר 0-1 + בסיס,3/25/2025,2,יח',36.00,"ש""ח",36.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000679,3/25/2025,25000118,לחצן רגעי ירוק + בסיס LAY4-EA3 לקופסא,3/25/2025,2,יח',22.00,"ש""ח",22.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000679,3/25/2025,25000514,לחצן רגעי אדום + בסיס LAY4-EA4 לקופסא,3/25/2025,2,יח',22.00,"ש""ח",22.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000679,3/25/2025,16000220,"קופסא 3 חורים 22 מ""מ",3/25/2025,2,יח',46.00,"ש""ח",46.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000741,4/2/2025,33000046,מנעול מולטילוק לארון בזק 29 מ''מ,4/2/2025,50,יח',12000.00,"ש""ח",12000.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000760,4/6/2025,25000891,טרמוסטט ללוח מ 0-60 מעלות,4/6/2025,10,יח',379.90,"ש""ח",379.90
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000760,4/6/2025,25001171,סופית חוט נלחצת אפורה + בידוד כפולה - TE 0.75-8 (שקית 100 י,4/6/2025,2,יח',14.02,"ש""ח",14.02
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000760,4/6/2025,25001035,סופית חוט נלחצת אפורה+בידוד 0.75-8 E (שקית 100 יח'),4/6/2025,5,יח',16.85,"ש""ח",16.85
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000760,4/6/2025,25001299,סופית חוט נלחצת שחורה + בידוד כפולה - TE 1.50-8 (שקית 100 י,4/6/2025,3,יח',26.97,"ש""ח",26.97
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000760,4/6/2025,25001037,סופית חוט נלחצת שחורה+בידוד 1.5-8 E (שקית 100 יח'),4/6/2025,7,יח',32.69,"ש""ח",32.69
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000781,4/8/2025,25001038,סופית חוט נלחצת כחולה+בידוד 2.5-8 E (שקית 100 יח'),4/8/2025,3,יח',14.70,"ש""ח",14.70
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000802,4/9/2025,25000271,"מהדק הארקה 4 ממ""ר SL4/35-1212.2",4/9/2025,50,יח',375.00,"ש""ח",375.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000936,4/27/2025,13000323,ארון סנסורים TIP-860 800X600X300,4/27/2025,30,יח',16860.00,"ש""ח",16860.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000938,4/27/2025,33000046,מנעול מולטילוק לארון בזק 29 מ''מ,4/27/2025,30,יח',7200.00,"ש""ח",7200.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000953,4/28/2025,25001035,סופית חוט נלחצת אפורה+בידוד 0.75-8 E (שקית 100 יח'),4/28/2025,5,יח',16.85,"ש""ח",16.85
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000953,4/28/2025,25001171,סופית חוט נלחצת אפורה + בידוד כפולה - TE 0.75-8 (שקית 100 י,4/28/2025,5,יח',35.05,"ש""ח",35.05
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000999,5/6/2025,25001035,סופית חוט נלחצת אפורה+בידוד 0.75-8 E (שקית 100 יח'),5/6/2025,10,יח',33.70,"ש""ח",33.70
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000999,5/6/2025,25001171,סופית חוט נלחצת אפורה + בידוד כפולה - TE 0.75-8 (שקית 100 י,5/6/2025,6,יח',42.00,"ש""ח",42.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000999,5/6/2025,25001037,סופית חוט נלחצת שחורה+בידוד 1.5-8 E (שקית 100 יח'),5/6/2025,10,יח',46.70,"ש""ח",46.70
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25000999,5/6/2025,25001299,סופית חוט נלחצת שחורה + בידוד כפולה - TE 1.50-8 (שקית 100 י,5/6/2025,4,יח',36.00,"ש""ח",36.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001013,5/7/2025,25000271,"מהדק הארקה 4 ממ""ר SL4/35-1212.2",5/7/2025,100,יח',750.00,"ש""ח",750.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001018,5/7/2025,25000647,מפסק גבול זרוע מתכווננת N.C/N.C. FT139J02,5/7/2025,5,יח',650.00,"ש""ח",650.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001084,5/14/2025,19000428,קופסא 2 חורים 22 מ''מ,5/14/2025,2,יח',39.60,"ש""ח",39.60
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001100,5/18/2025,25000647,מפסק גבול זרוע מתכווננת N.C/N.C. FT139J02,5/22/2025,5,יח',650.00,"ש""ח",650.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001100,5/18/2025,19000503,ראש בורר 0-1 עם מנעול + בסיס LAY4-EG2.2,5/22/2025,4,יח',140.80,"ש""ח",140.80
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001100,5/18/2025,16000220,"קופסא 3 חורים 22 מ""מ",5/22/2025,5,יח',115.50,"ש""ח",115.50
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001169,5/25/2025,25001300,סופית חוט נלחצת כחולה + בידוד כפולה - TE 2.50-10 (שקית 100,5/25/2025,5,יח',65.00,"ש""ח",65.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001175,5/25/2025,25001300,סופית חוט נלחצת כחולה + בידוד כפולה - TE 2.50-10 (שקית 100,5/25/2025,10,יח',130.00,"ש""ח",130.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001175,5/25/2025,25001035,סופית חוט נלחצת אפורה+בידוד 0.75-8 E (שקית 100 יח'),5/25/2025,5,יח',16.85,"ש""ח",16.85
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001180,5/25/2025,25000891,טרמוסטט ללוח מ 0-60 מעלות,5/25/2025,30,יח',1139.70,"ש""ח",1139.70
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001192,5/26/2025,25001038,סופית חוט נלחצת כחולה+בידוד 2.5-8 E (שקית 100 יח'),5/26/2025,20,יח',98.00,"ש""ח",98.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001192,5/26/2025,25001300,סופית חוט נלחצת כחולה + בידוד כפולה - TE 2.50-10 (שקית 100,5/26/2025,20,יח',260.00,"ש""ח",260.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001192,5/26/2025,25001171,סופית חוט נלחצת אפורה + בידוד כפולה - TE 0.75-8 (שקית 100 י,5/26/2025,20,יח',140.00,"ש""ח",140.00
2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ",PO25001198,5/26/2025,25000956,לחצן מתכתי רגעי מואר ירוק קוטר חור 30 N.C 12V D.C IP-65,5/29/2025,5,יח',275.00,"ש""ח",275.00
2030308,Peek Traffic B.V,PO25000386,2/20/2025,11000136,ASSY PD5-L 35220 704 73940,2/20/2025,10,יח',1542.50,EUR,5701.85
2030308,Peek Traffic B.V,PO25000394,2/20/2025,11000092,"PAR-IO1616 3U כרטיס IO1616 מק""ט 352270424370",2/20/2025,40,יח',23432.80,EUR,86619.35
2030308,Peek Traffic B.V,PO25000941,4/27/2025,11000116,PRIMARY BACKPLANE 3522 704 24432,4/27/2025,5,יח',361.25,EUR,1482.79
2030308,Peek Traffic B.V,PO25000941,4/27/2025,11000134,ASSY ACU 3522 704 73510 (כרטיס CPU FLOW NONE),4/27/2025,5,יח',7507.47,EUR,30815.16
2030309,ROTA PANEL,PO25001235,5/28/2025,13000068,שלט ROTAPANEL VPS-IS-230 1X2 M אנכי,5/28/2025,8,יח',79700.00,"ש""ח",79700.00
2030315,CAPSYS,PO25000115,1/23/2025,22001361,MSTBT 2.5 HC/4-  מהדק כניסה לגלאי CAPSYSSTP GY7035,1/23/2025,1,יח',0.00,"ש""ח",0.00
2030315,CAPSYS,PO25000115,1/23/2025,26000314,UPS top v 3000,1/23/2025,1,יח',2050.16,"ש""ח",2050.16
2030315,CAPSYS,PO25000115,1/23/2025,25001103,מצבר 100AH 12MVR100,1/23/2025,6,יח',4920.00,"ש""ח",4920.00
2030315,CAPSYS,PO25000115,1/23/2025,26000194,כרטיס רשת תקשורת פנימי SNMP ל TOP V,1/23/2025,1,יח',0.00,"ש""ח",0.00
2030315,CAPSYS,PO25000115,1/23/2025,25001290,S201M C20NA 10KA 1*20A+N ABB,1/23/2025,3,יח',234.09,"ש""ח",234.09
2030315,CAPSYS,PO25000171,1/28/2025,32000063,0149VE-SGC-001 USIS,1/28/2025,3,יח',2080.79,EUR,7714.32
2030315,CAPSYS,PO25000171,1/28/2025,32000069,0149VE-SGC-002 USIS&S,1/28/2025,1,יח',1275.47,EUR,4728.68
2030315,CAPSYS,PO25000270,2/11/2025,32000073,TEST TOOL 0149VE-SOW-001,2/11/2025,1,יח',3956.75,EUR,14651.05
2030315,CAPSYS,PO25000286,2/16/2025,32000063,0149VE-SGC-001 USIS,2/16/2025,480,יח',332925.60,EUR,1243676.87
2030315,CAPSYS,PO25000286,2/16/2025,32000062,0149VE-SGE-001 MSAS,2/16/2025,480,יח',313262.88,EUR,1170224.81
2030315,CAPSYS,PO25000286,2/16/2025,32000069,0149VE-SGC-002 USIS&S,2/16/2025,10,יח',12754.70,EUR,47646.46
2030315,CAPSYS,PO25000286,2/16/2025,32000070,0149VE-SGE-002 MSAS&S,2/16/2025,10,יח',9040.01,EUR,33769.86
2030315,CAPSYS,PO25000286,2/16/2025,32000071,לולאת גלאי העדפה CAPSYS  3 מ 0149VE-WAB-001,2/16/2025,408,יח',136693.87,EUR,510633.62
2030315,CAPSYS,PO25000286,2/16/2025,32000072,לולאת גלאי העדפה CAPSYS  6 מ 0149VE-WAB-002,2/16/2025,72,יח',30996.00,EUR,115788.66
2030321,"נסלס ייבוא ושיווק בע""מ",PO25000998,5/6/2025,27000731,סרט למדפסת DYMO D1 כתיב שחור רקע לבן,5/6/2025,5,יח',209.85,"ש""ח",209.85
2030324,"אמונים שירותי תעשיה בע""מ",PO25000980,5/4/2025,23000052,פלט כבל 34 גידים(גליל),5/4/2025,250,יח',451.75,"ש""ח",451.75
2030324,"אמונים שירותי תעשיה בע""מ",PO25000980,5/4/2025,19000113,הובלה,5/4/2025,1,יח',65.05,"ש""ח",65.05
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000030,1/7/2025,19001044,"סמרטוטים מבד טריקו 10 ק""ג בווקום",1/7/2025,5,יח',575.00,"ש""ח",575.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000034,1/7/2025,19001044,"סמרטוטים מבד טריקו 10 ק""ג בווקום",1/7/2025,7,יח',805.00,"ש""ח",805.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000042,1/8/2025,19001119,תרסיס נגד ג'וקים K300,1/13/2025,24,יח',600.00,"ש""ח",600.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000044,1/8/2025,19000195,סופר 7 אוטם,1/13/2025,24,יח',660.00,"ש""ח",660.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000078,1/15/2025,19001147,מולטי בנד 5 מטר נירוסטה + ברגים לסגירה,1/15/2025,10,יח',1050.00,"ש""ח",1050.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000096,1/20/2025,19000388,ניילון נצמד 50 סמ',1/20/2025,48,יח',768.00,"ש""ח",768.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000143,1/27/2025,20000741,מסטרינה 18,1/27/2025,1,יח',9.90,"ש""ח",9.90
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000148,1/27/2025,20000913,מפתח בריכות,1/27/2025,2,יח',110.00,"ש""ח",110.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000186,1/30/2025,19000029,תרסיס ספריי  ירוק,1/30/2025,12,יח',71.40,"ש""ח",71.40
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000186,1/30/2025,19000030,תרסיס  ספריי צהוב,1/30/2025,12,יח',71.40,"ש""ח",71.40
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000186,1/30/2025,19000070,תרסיס ספריי שחור,1/30/2025,12,יח',71.40,"ש""ח",71.40
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000186,1/30/2025,19000073,תרסיס ספריי לבן,1/30/2025,12,יח',71.40,"ש""ח",71.40
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000196,1/31/2025,19001044,"סמרטוטים מבד טריקו 10 ק""ג בווקום",1/31/2025,5,יח',575.00,"ש""ח",575.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000226,2/4/2025,20000294,"ביט פיליפס 15 ס""מ",2/4/2025,10,יח',80.00,"ש""ח",80.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000226,2/4/2025,20000412,"ביט פיליפס 7 ס""מ",2/4/2025,10,יח',60.00,"ש""ח",60.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000226,2/4/2025,20000560,מטר 7.5 +גומי,2/4/2025,1,יח',22.00,"ש""ח",22.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000252,2/10/2025,31000122,"פלקס משחה להלחמה 1/2 ק""ג",2/10/2025,1,יח',69.00,"ש""ח",69.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000252,2/10/2025,14000045,"פקק פלסטי לעמוד ""4",2/10/2025,40,יח',192.00,"ש""ח",192.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000297,2/17/2025,20000642,"מטר 5 מטר סטנלי 19מ""מ",2/17/2025,2,יח',79.00,"ש""ח",79.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000297,2/17/2025,20000111,"מקדח כוס  ""3/4 (19 ממ')",2/17/2025,2,יח',50.00,"ש""ח",50.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000297,2/17/2025,20000301,מקדח כוס 7/8  (22 ממ' ),2/17/2025,2,יח',50.00,"ש""ח",50.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000297,2/17/2025,20000437,סט מקדחים  1-10,2/17/2025,2,יח',178.00,"ש""ח",178.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000297,2/17/2025,20000400,סכין יפני OLFA,2/17/2025,4,יח',75.60,"ש""ח",75.60
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000305,2/17/2025,20000225,"מברשת צבע ""4 (3000)",2/17/2025,1,יח',11.00,"ש""ח",11.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000338,2/18/2025,31000171,טינר 5 ליטר,2/18/2025,2,יח',130.00,"ש""ח",130.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000338,2/18/2025,20000488,"מברשת צבע ""2",2/18/2025,2,יח',11.80,"ש""ח",11.80
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000338,2/18/2025,20001015,איזמל שפיץ SDS MAX 400 לקונגו,2/18/2025,2,יח',236.00,"ש""ח",236.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000342,2/18/2025,20001014,איזמל שטוח SDS MAX 40X300 לקונגו,2/18/2025,2,יח',260.00,"ש""ח",260.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000354,2/18/2025,19000120,פרובים למכשיר מדידה(פלוק),2/18/2025,4,יח',100.00,"ש""ח",100.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000412,2/21/2025,19000006,"דיסק חיתוך ""4.1/2 ברזל דק",2/21/2025,50,יח',155.00,"ש""ח",155.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000482,3/1/2025,20001014,איזמל שטוח SDS MAX 40X300 לקונגו,3/1/2025,1,יח',130.00,"ש""ח",130.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25000550,3/10/2025,19001044,"סמרטוטים מבד טריקו 10 ק""ג בווקום",3/10/2025,10,יח',1150.00,"ש""ח",1150.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001042,5/10/2025,31000436,קרם הגנה SPF50,5/10/2025,50,יח',2100.00,"ש""ח",2100.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001042,5/10/2025,31000436,קרם הגנה SPF50,5/10/2025,15,יח',630.00,"ש""ח",630.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001042,5/10/2025,31000436,קרם הגנה SPF50,5/10/2025,20,יח',840.00,"ש""ח",840.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001044,5/10/2025,19001092,מסכת חצי פנים 1N1000 כולל מסנן,5/10/2025,1,יח',218.00,"ש""ח",218.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001086,5/14/2025,14000045,"פקק פלסטי לעמוד ""4",5/14/2025,200,יח',960.00,"ש""ח",960.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,19000195,סופר 7 אוטם,5/22/2025,5,יח',137.50,"ש""ח",137.50
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,19000034,סיליקון שקוף RTV-בטייוב,5/22/2025,5,יח',29.50,"ש""ח",29.50
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,27000158,תרסיס ספרי סיליקון,5/22/2025,12,יח',192.00,"ש""ח",192.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,19000008,תרסיס נגד חלודה   WD40,5/22/2025,12,יח',239.40,"ש""ח",239.40
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,31000033,תרסיס גריז,5/22/2025,12,יח',180.00,"ש""ח",180.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,19000233,תרסיס ניקוי מגעים חשמליים,5/22/2025,12,יח',168.00,"ש""ח",168.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,20000934,כפפות עבודה לטקס מוקצף כתום SIGNET,5/22/2025,10,יח',55.00,"ש""ח",55.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,19000071,תרסיס ספריי אדום,5/22/2025,12,יח',71.40,"ש""ח",71.40
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,19000191,תרסיס צבע יסוד (אפור),5/22/2025,12,יח',71.40,"ש""ח",71.40
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,19001028,תרסיס ספריי כחול,5/22/2025,12,יח',71.40,"ש""ח",71.40
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,19000070,תרסיס ספריי שחור,5/22/2025,12,יח',71.40,"ש""ח",71.40
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,19000073,תרסיס ספריי לבן,5/22/2025,12,יח',71.76,"ש""ח",71.76
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,19000608,תרסיס זפת,5/22/2025,12,יח',150.00,"ש""ח",150.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001104,5/18/2025,19000028,אויר דחוס במיכל,5/22/2025,12,יח',144.00,"ש""ח",144.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001130,5/19/2025,20000452,ריתמת גוף PN-12 (כולל חבל וקרבינה),5/19/2025,2,יח',236.00,"ש""ח",236.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001131,5/19/2025,20000452,ריתמת גוף PN-12 (כולל חבל וקרבינה),5/19/2025,2,יח',236.00,"ש""ח",236.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001153,5/20/2025,20000963,מברגה נטענת DEWALT DCD797 5AH,5/20/2025,2,יח',2390.00,"ש""ח",2390.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001153,5/20/2025,20000898,מברגת אימפקט DEWALT DCF887 5AH,5/20/2025,2,יח',2498.00,"ש""ח",2498.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001153,5/20/2025,20000907,משחזת זווית 5'' DEWALT 54V + 2 סוללות 6AH,5/20/2025,1,יח',2690.00,"ש""ח",2690.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001177,5/25/2025,19001092,מסכת חצי פנים 1N1000 כולל מסנן,5/25/2025,3,יח',654.00,"ש""ח",654.00
2030325,"קמחי כלי עבודה (1994) בע""מ",PO25001259,5/29/2025,27000103,גליל נייר תעשייתי,5/29/2025,3,יח',135.00,"ש""ח",135.00
2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ",PO25000301,2/17/2025,26000328,ETHERNET TCP/IP fildbus coupler; 10/100 Mbit/s; digital & a,2/17/2025,1,יח',210.00,EUR,782.71
2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ",PO25000301,2/17/2025,26000331,Supply module; passive; DC 24V; light GY,2/17/2025,1,יח',18.90,EUR,70.44
2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ",PO25000301,2/17/2025,26000330,8-channel DI module; DC 24V; 3.0 ms; high-side swiching; 1-,2/17/2025,2,יח',122.60,EUR,456.95
2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ",PO25000301,2/17/2025,26000329,2-channel relay output module; relay 2 no/potential free; A,2/17/2025,2,יח',120.69,EUR,449.84
2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ",PO25000301,2/17/2025,26000332,End module; light GY,2/17/2025,1,יח',15.00,EUR,55.91
2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ",PO25000303,2/17/2025,26000328,ETHERNET TCP/IP fildbus coupler; 10/100 Mbit/s; digital & a,2/17/2025,1,יח',210.00,EUR,782.71
2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ",PO25000303,2/17/2025,26000331,Supply module; passive; DC 24V; light GY,2/17/2025,1,יח',18.90,EUR,70.44
2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ",PO25000303,2/17/2025,26000330,8-channel DI module; DC 24V; 3.0 ms; high-side swiching; 1-,2/17/2025,2,יח',122.60,EUR,456.95
2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ",PO25000303,2/17/2025,26000329,2-channel relay output module; relay 2 no/potential free; A,2/17/2025,2,יח',113.80,EUR,424.16
2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ",PO25000303,2/17/2025,26000332,End module; light GY,2/17/2025,1,יח',15.60,EUR,58.14
2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ",PO25001094,5/15/2025,25001289,מהדק חיבור השקה WAGO 221-2411,5/21/2025,300,יח',407.82,"ש""ח",407.82
2030337,"טכנו-בורג בע""מ",PO25000023,1/6/2025,16000036,תיקון שער משטרת חולון,1/6/2025,1,יח',195.81,"ש""ח",195.81
2030337,"טכנו-בורג בע""מ",PO25000047,1/9/2025,30000250,בורג אלן M12X65,1/16/2025,50,יח',117.50,"ש""ח",117.50
