תאריך,מק'ט,תאור מוצר,כמות,יח',כמות מפעל,יח' מפעל,תעודה,סוג תעודה,למחסן,איתור,הזמנה,מס' ספק,שם ספק
4/1/2025,33000040,"תקתקן אקוסטי 220V דגם ""מנורה""",100,יח',100,יח',GR25000526,קבלות סחורה מספק,Main,0,PO25000355,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
4/1/2025,60000035,"הוצאות נקיון גבעת ברנר לפי 67 ש""ח לשעה 9 שעות חודשיות",1,יח',1,יח',GR25000525,קבלות סחורה מספק,Main,0,PO25000170,2030172,קיבוץ גבעת ברנר
4/2/2025,16000036,הצבה ופינוי מכולה 8 קוב ת.משלוח 39925+39899+39867,3,יח',3,יח',GR25000537,קבלות סחורה מספק,Main,0,PO25000710,2030452,"נופים איסוף ומחזור פסולת בניין ותעשיה בע""מ"
4/2/2025,16000036,הצבה ופינוי מכולה 8 קוב משלוח 40704+40526+40697,3,יח',3,יח',GR25000540,קבלות סחורה מספק,Main,0,PO25000711,2030452,"נופים איסוף ומחזור פסולת בניין ותעשיה בע""מ"
4/2/2025,16000036,הצבה ופינוי מכולה 8 קוב משלוח 41057+41012+40739,3,יח',3,יח',GR25000541,קבלות סחורה מספק,Main,0,PO25000712,2030452,"נופים איסוף ומחזור פסולת בניין ותעשיה בע""מ"
4/2/2025,19001226,הובלה,1,יח',1,יח',GR25000543,קבלות סחורה מספק,Main,0,PO25000139,2030888,ויס משה יוסף
4/2/2025,20000545,מגר LT300 (MEGGER,1,יח',1,יח',GR25000542,קבלות סחורה מספק,Main,0,PO25000686,2030191,"אוריאל שי בע""מ"
4/2/2025,22001381,IGDS-V-1.5-30 ממסרה לשער כבד ללא מנוע כולל גלגל מודל M4 Z22,1,יח',1,יח',GR25000538,קבלות סחורה מספק,Main,0,PO25000665,2030394,"נגב אלרם תעשיות בע""מ"
4/2/2025,22002360,פח גב לארון DCWE2 חניה 1105X1000X2,2,יח',2,יח',GR25000539,קבלות סחורה מספק,Main,0,PO24000600,2030692,"שי-בר מתכות בע""מ"
4/2/2025,22002384,מפתח למחסום O&O 031584,20,יח',20,יח',GR25000544,קבלות סחורה מספק,Main,0,PO25000388,2030873,"סיסא אוטומציה ביתית בע""מ"
4/3/2025,16000036,הצבה ופינוי מכולה 8 קוב לפסולת ח- 114524 ביצוע 12.24,2,יח',2,יח',GR25000546,קבלות סחורה מספק,Main,0,PO25000715,2030452,"נופים איסוף ומחזור פסולת בניין ותעשיה בע""מ"
4/3/2025,22001243,ספק כח PLANET POE-163 כולל כבל מתח,4,יח',4,יח',GR25000547,קבלות סחורה מספק,Main,0,PO25000653,2030056,"אדוויס אלקטרוניקה בע""מ"
4/3/2025,22002894,TCP MODULE ADAM 6060,30,יח',30,יח',GR25000548,קבלות סחורה מספק,Main,0,PO25000345,2030193,"ניסקו טכנולוגיות בע""מ"
4/3/2025,25001360,ממיר מתח NTS-450-224EU,1,יח',1,יח',GR25000547,קבלות סחורה מספק,Main,0,PO25000601,2030056,"אדוויס אלקטרוניקה בע""מ"
4/3/2025,28000040,מצבר ליתיום 25.6V100AH BLF25.6V100P1,1,יח',1,יח',GR25000547,קבלות סחורה מספק,Main,0,PO25000569,2030056,"אדוויס אלקטרוניקה בע""מ"
4/6/2025,19000049,חבק הידוק לבן 3.6X300 (בחבילות של 100 יחי),50,יח',50,יח',GR25000551,קבלות סחורה מספק,Main,0,PO25000694,2030547,כנעני חשמל
4/6/2025,22002891,ספק כח PLANET IPOE-171-95W  כולל כבל מתח,1,יח',1,יח',GR25000552,קבלות סחורה מספק,Main,0,PO25000214,2030056,"אדוויס אלקטרוניקה בע""מ"
4/6/2025,25001354,ספק כח DRS-240-12,1,יח',1,יח',GR25000552,קבלות סחורה מספק,Main,0,PO25000214,2030056,"אדוויס אלקטרוניקה בע""מ"
4/6/2025,26001130,דיסק און קי SANDISK 128GB,3,יח',3,יח',GR25000550,קבלות סחורה מספק,Main,0,PO25000608,2030190,אדי פתרונות
4/6/2025,26001132,דיסק קשיח חיצוני 2T,1,יח',1,יח',GR25000550,קבלות סחורה מספק,Main,0,PO25000608,2030190,אדי פתרונות
4/7/2025,16000220,"קופסא 3 חורים 22 מ""מ",1,יח',1,יח',GR25000556,קבלות סחורה מספק,Main,0,PO25000531,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/7/2025,16000220,"קופסא 3 חורים 22 מ""מ",2,יח',2,יח',GR25000557,קבלות סחורה מספק,Main,0,PO25000679,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/7/2025,17000009,22X1.5+1X2.5+1X4 כבל,1500,יח',1500,יח',GR25000554,קבלות סחורה מספק,Main,0,PO24000567,2030103,"ג.ברס שיווק (1983) בע""מ"
4/7/2025,17000349,מגש אופטי 3 מ' צהוב WWFO SM LC/UPS-LC/UPS,25,יח',25,יח',GR25000553,קבלות סחורה מספק,Main,0,PO25000746,2030103,"ג.ברס שיווק (1983) בע""מ"
4/7/2025,17000350,מגשר אופטי 3 מ' טורקיז WWFO OM3 DX LC/UPS-LC/UPS,25,יח',25,יח',GR25000553,קבלות סחורה מספק,Main,0,PO25000746,2030103,"ג.ברס שיווק (1983) בע""מ"
4/7/2025,19000505,מגע פתוח  NO LAY4-BE101 לקופסא,3,יח',3,יח',GR25000556,קבלות סחורה מספק,Main,0,PO25000531,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/7/2025,19000505,מגע פתוח  NO LAY4-BE101 לקופסא,6,יח',6,יח',GR25000557,קבלות סחורה מספק,Main,0,PO25000679,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/7/2025,19000522,מגע סגור NC LAY4-BE102 לקופסא,2,יח',2,יח',GR25000557,קבלות סחורה מספק,Main,0,PO25000679,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/7/2025,19000522,מגע סגור NC LAY4-BE102 לקופסא,2,יח',2,יח',GR25000556,קבלות סחורה מספק,Main,0,PO25000531,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/7/2025,19000522,מגע סגור NC LAY4-BE102 לקופסא,20,יח',20,יח',GR25000555,קבלות סחורה מספק,Main,0,PO25000485,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/7/2025,25000118,לחצן רגעי ירוק + בסיס LAY4-EA3 לקופסא,1,יח',1,יח',GR25000556,קבלות סחורה מספק,Main,0,PO25000531,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/7/2025,25000118,לחצן רגעי ירוק + בסיס LAY4-EA3 לקופסא,2,יח',2,יח',GR25000557,קבלות סחורה מספק,Main,0,PO25000679,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/7/2025,25000514,לחצן רגעי אדום + בסיס LAY4-EA4 לקופסא,1,יח',1,יח',GR25000556,קבלות סחורה מספק,Main,0,PO25000531,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/7/2025,25000514,לחצן רגעי אדום + בסיס LAY4-EA4 לקופסא,2,יח',2,יח',GR25000557,קבלות סחורה מספק,Main,0,PO25000679,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/7/2025,25000645,ראש בורר 0-1 + בסיס,1,יח',1,יח',GR25000556,קבלות סחורה מספק,Main,0,PO25000531,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/7/2025,25000645,ראש בורר 0-1 + בסיס,2,יח',2,יח',GR25000557,קבלות סחורה מספק,Main,0,PO25000679,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/7/2025,33000046,מנעול מולטילוק לארון בזק 29 מ''מ,5,יח',5,יח',GR25000558,קבלות סחורה מספק,Main,0,PO25000741,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/8/2025,16000167,קופסאת מתכת חשמל 20*40*40,1,יח',1,יח',GR25000565,קבלות סחורה מספק,Main,0,PO25000734,2030420,"נ.חן חשמל בע""מ"
4/8/2025,16000167,קופסאת מתכת חשמל 20*40*40,1,יח',1,יח',GR25000563,קבלות סחורה מספק,Main,0,PO25000737,2030420,"נ.חן חשמל בע""מ"
4/8/2025,16000171,פח עבודה לקופ' 40X40X20,1,יח',1,יח',GR25000564,קבלות סחורה מספק,Main,0,PO25000737,2030420,"נ.חן חשמל בע""מ"
4/8/2025,16000171,פח עבודה לקופ' 40X40X20,1,יח',1,יח',GR25000565,קבלות סחורה מספק,Main,0,PO25000734,2030420,"נ.חן חשמל בע""מ"
4/8/2025,19000050,צינור גמיש שחור קוטר 12 ממ' PG-11,150,יח',150,יח',GR25000566,קבלות סחורה מספק,Main,0,PO25000745,2030420,"נ.חן חשמל בע""מ"
4/8/2025,19000214,ברזל Z מנוקב 25X25X25X2,10,יח',10,יח',GR25000561,קבלות סחורה מספק,Main,0,PO25000766,2030420,"נ.חן חשמל בע""מ"
4/8/2025,19001150,תעלה מחורצת  40X60,2,יח',2,יח',GR25000567,קבלות סחורה מספק,Main,0,PO25000724,2030420,"נ.חן חשמל בע""מ"
4/8/2025,25000255,מהדק מס' 1 למוליך חשמל +פחית,25,יח',25,יח',GR25000561,קבלות סחורה מספק,Main,0,PO25000766,2030420,"נ.חן חשמל בע""מ"
4/8/2025,25000257,"גוף תאורה ""לייזר לד"" 30 ס''מ 5000K 4W",4,יח',4,יח',GR25000562,קבלות סחורה מספק,Main,0,PO25000761,2030420,"נ.חן חשמל בע""מ"
4/8/2025,25001001,ממסר פחת 30MA  40A ABB חד פזי,8,יח',8,יח',GR25000562,קבלות סחורה מספק,Main,0,PO25000761,2030420,"נ.חן חשמל בע""מ"
4/8/2025,25001204,שנאי מבדל 150VA 230/27V מורכב,1,יח',1,יח',GR25000559,קבלות סחורה מספק,Main,0,PO25000592,2030293,"רון סיטון - טרנסנגבה ייצור ושיווק שנאים בע""מ"
4/8/2025,25001204,שנאי מבדל 150VA 230/27V מורכב,5,יח',5,יח',GR25000560,קבלות סחורה מספק,Main,0,PO25000447,2030293,"רון סיטון - טרנסנגבה ייצור ושיווק שנאים בע""מ"
4/9/2025,19000236,ברזל זווית 50X50X5  מגולון,6,יח',6,יח',GR25000574,קבלות סחורה מספק,Main,0,PO25000788,2030250,"עופר שערים אוטומטיים בע""מ"
4/9/2025,19000560,מפה סינופטית,1,יח',1,יח',GR25000571,קבלות סחורה מספק,Main,0,PO25000548,2030374,שלטים שי
4/9/2025,19001168,מדבקת PVC לבנה 220X155 מ''מ מט לתא שוטר,200,יח',200,יח',GR25000573,קבלות סחורה מספק,Main,0,PO25000742,2030464,כץ שלום יוסף-קארן הדפסות
4/9/2025,20000225,"מברשת צבע ""4 (3000)",20,יח',20,יח',GR25000570,קבלות סחורה מספק,Main,0,PO25000748,2030503,"רז צ.צ טכני 2003 בע""מ"
4/9/2025,20000634,גלגל אוקולון גדול מוביל לשער,4,יח',4,יח',GR25000574,קבלות סחורה מספק,Main,0,PO25000788,2030250,"עופר שערים אוטומטיים בע""מ"
4/9/2025,20000741,מסטרינה 18,4,יח',4,יח',GR25000569,קבלות סחורה מספק,Main,0,PO25000751,2030503,"רז צ.צ טכני 2003 בע""מ"
4/9/2025,20000934,כפפות עבודה לטקס מוקצף כתום SIGNET,48,יח',48,יח',GR25000568,קבלות סחורה מספק,Main,0,PO25000275,2030503,"רז צ.צ טכני 2003 בע""מ"
4/9/2025,20001017,גלגל אוקולון קטן מוביל לשער,4,יח',4,יח',GR25000574,קבלות סחורה מספק,Main,0,PO25000788,2030250,"עופר שערים אוטומטיים בע""מ"
4/9/2025,22000090,מנוע כנף BAT 400 GENIUS,1,יח',1,יח',GR25000583,קבלות סחורה מספק,Main,0,PO25000789,2030250,"עופר שערים אוטומטיים בע""מ"
4/9/2025,22002538,סף בטיחות V2 1.7 מ' ללא פיקוד,1,יח',1,יח',GR25000582,קבלות סחורה מספק,Main,0,PO25000789,2030250,"עופר שערים אוטומטיים בע""מ"
4/9/2025,22002583,פיקוד FLEXY2 V2 כולל מקלט וקופסא מרובעת,1,יח',1,יח',GR25000580,קבלות סחורה מספק,Main,0,PO25000789,2030250,"עופר שערים אוטומטיים בע""מ"
4/9/2025,22002768,מערכת גלגלים לקורה קונזולית G-250.8 קומנלו,2,יח',2,יח',GR25000576,קבלות סחורה מספק,Main,0,PO25000788,2030250,"עופר שערים אוטומטיים בע""מ"
4/9/2025,22002893,לוח פיקוד עורב עם פקודת STOP,1,יח',1,יח',GR25000581,קבלות סחורה מספק,Main,0,PO25000789,2030250,"עופר שערים אוטומטיים בע""מ"
4/9/2025,25000101,"מדבקה ""הארקה לא לפרק""(80X120 )",100,יח',100,יח',GR25000571,קבלות סחורה מספק,Main,0,PO25000401,2030374,שלטים שי
4/9/2025,25000669,פס שיניים 12X22,4,יח',4,יח',GR25000574,קבלות סחורה מספק,Main,0,PO25000788,2030250,"עופר שערים אוטומטיים בע""מ"
4/9/2025,25000669,פס שיניים 12X22,4,יח',4,יח',GR25000577,קבלות סחורה מספק,Main,0,PO25000788,2030250,"עופר שערים אוטומטיים בע""מ"
4/9/2025,25000669,פס שיניים 12X22,4,יח',4,יח',GR25000579,קבלות סחורה מספק,Main,0,PO25000788,2030250,"עופר שערים אוטומטיים בע""מ"
4/9/2025,26000912,קיסטון לשקע CAT-6A,10,יח',10,יח',GR25000572,קבלות סחורה מספק,Main,0,PO25000764,2030139,"דגן מולטימדיה בע""מ"
4/9/2025,26001127,חידוש כרטיס SIM,1,יח',1,יח',GR25000578,קבלות סחורה מספק,Main,0,PO25000788,2030250,"עופר שערים אוטומטיים בע""מ"
4/9/2025,26001127,חידוש כרטיס SIM,1,יח',1,יח',GR25000577,קבלות סחורה מספק,Main,0,PO25000788,2030250,"עופר שערים אוטומטיים בע""מ"
4/9/2025,26001127,חידוש כרטיס SIM,1,יח',1,יח',GR25000575,קבלות סחורה מספק,Main,0,PO25000788,2030250,"עופר שערים אוטומטיים בע""מ"
4/10/2025,16000036,תיקון מצלמה שאינה באחריות מסד 044624607506111031,1,יח',1,יח',GR25000588,קבלות סחורה מספק,Main,0,PO25000795,2030362,"לדיקו בע""מ"
4/10/2025,16000036,תיקון מצלמה שאינה באחריות מסד 044624607327111007,1,יח',1,יח',GR25000588,קבלות סחורה מספק,Main,0,PO25000795,2030362,"לדיקו בע""מ"
4/10/2025,16000036,תיקון מצלמה שאינה באחריות מסד 044624603721111008,1,יח',1,יח',GR25000588,קבלות סחורה מספק,Main,0,PO25000795,2030362,"לדיקו בע""מ"
4/10/2025,22001067,RAY2-R4 O&O TRANSMITTER 391130,50,יח',50,יח',GR25000587,קבלות סחורה מספק,Main,0,PO25000204,2030873,"סיסא אוטומציה ביתית בע""מ"
4/10/2025,22002581,נצנץ למטוסים L-810,1,יח',1,יח',GR25000589,קבלות סחורה מספק,Main,0,PO25000719,2030191,"אוריאל שי בע""מ"
4/10/2025,25000011,"ח""א   1X6A   6K(צ'ינט)",60,יח',60,יח',GR25000594,קבלות סחורה מספק,Main,0,PO25000701,2030420,"נ.חן חשמל בע""מ"
4/10/2025,25000257,"גוף תאורה ""לייזר לד"" 30 ס''מ 5000K 4W",6,יח',6,יח',GR25000591,קבלות סחורה מספק,Main,0,PO25000761,2030420,"נ.חן חשמל בע""מ"
4/10/2025,25000275,מעצור למסילה 35  ES-35,200,יח',200,יח',GR25000592,קבלות סחורה מספק,Main,0,PO25000783,2030420,"נ.חן חשמל בע""מ"
4/10/2025,25001010,קולט ברק דגם A9L20500 1P+N 20KA (שניידר אלקטריק),13,יח',13,יח',GR25000584,קבלות סחורה מספק,Main,0,PO25000370,2030547,כנעני חשמל
4/10/2025,25001357,מתאם ריק לקיסטון לפס דין,10,יח',10,יח',GR25000592,קבלות סחורה מספק,Main,0,PO25000783,2030420,"נ.חן חשמל בע""מ"
4/10/2025,25002547,סופית לחוט 0.75 ממ' עם בידוד כחול (100 יח'),30,יח',30,יח',GR25000593,קבלות סחורה מספק,Main,0,PO25000733,2030420,"נ.חן חשמל בע""מ"
4/10/2025,26001114,כרטיס זיכרון MicroSD 1T,10,יח',10,יח',GR25000590,קבלות סחורה מספק,Main,0,PO25000797,2030190,אדי פתרונות
4/10/2025,26001114,כרטיס זיכרון MicroSD 1T,20,יח',20,יח',GR25000590,קבלות סחורה מספק,Main,0,PO25000797,2030190,אדי פתרונות
4/10/2025,33000040,"תקתקן אקוסטי 220V דגם ""מנורה""",20,יח',20,יח',GR25000595,קבלות סחורה מספק,Main,0,PO25000777,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
4/10/2025,33000174,חלק מפה MATU101-100,200,יח',200,יח',GR25000599,קבלות סחורה מספק,Main,0,PO25000705,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
4/10/2025,33000174,חלק מפה MATU101-100,200,יח',200,יח',GR25000596,קבלות סחורה מספק,Main,0,PO25000611,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
4/10/2025,33000174,חלק מפה MATU101-100,300,יח',300,יח',GR25000597,קבלות סחורה מספק,Main,0,PO25000533,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
4/10/2025,33000174,חלק מפה MATU101-100,300,יח',300,יח',GR25000598,קבלות סחורה מספק,Main,0,PO25000514,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
4/10/2025,33000195,חץ כיוון עגול ליחידת רטט MATU101-112,50,יח',50,יח',GR25000597,קבלות סחורה מספק,Main,0,PO25000533,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
4/14/2025,14000368,"שוט ג'בו ""4 5.0X בצבע RAL 7024",4,יח',4,יח',GR25000601,קבלות סחורה מספק,Main,0,PO25000424,2030228,"מטלאור (עין איילה) בע""מ"
4/14/2025,25001213,ממיר תדר מחד פאזי לתלת פאזי VFD7A5MS21ANSAA,1,יח',1,יח',GR25000600,קבלות סחורה מספק,Main,0,PO25000739,2030002,"אנסיטק בע""מ"
4/15/2025,22002570,סנסור לבולרד KIT FINECORSA I37141860001,5,יח',5,יח',GR25000602,קבלות סחורה מספק,Main,0,PO25000396,2030873,"סיסא אוטומציה ביתית בע""מ"
4/15/2025,22002722,KIT SOLENOID COIL 230V + CABLE GR I100567 60001,5,יח',5,יח',GR25000602,קבלות סחורה מספק,Main,0,PO25000396,2030873,"סיסא אוטומציה ביתית בע""מ"
4/16/2025,000,מקדח מושחז 13+9+5 עוגן ג'מבו ובורג אלן כיסוי ח-ן 3775 יורם,1,יח',1,יח',GR25000606,קבלות סחורה מספק,Main,0,PO25000827,2030337,"טכנו-בורג בע""מ"
4/16/2025,16000036,מנוף 200 טון כננת וסל ביצוע 12.12.24 סבידור מאושר מיכאל,1,יח',1,יח',GR25000607,קבלות סחורה מספק,Main,0,PO25000725,2030367,"הובלות משה כהן מנופים ושינוע בע""מ"
4/16/2025,19000022,"סרט בידוד רוחב ""2 שחור",160,יח',160,יח',GR25000603,קבלות סחורה מספק,Main,0,PO25000818,2030420,"נ.חן חשמל בע""מ"
4/16/2025,19000113,הובלה,1,יח',1,יח',GR25000607,קבלות סחורה מספק,Main,0,PO24000753,2030367,"הובלות משה כהן מנופים ושינוע בע""מ"
4/16/2025,19001084,דבק סודסיל MS CLEAR עבור הדבקת תקתקנים,2,יח',2,יח',GR25000604,קבלות סחורה מספק,Main,0,PO25000646,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
4/16/2025,33000040,"תקתקן אקוסטי 220V דגם ""מנורה""",8,יח',8,יח',GR25000605,קבלות סחורה מספק,Main,0,PO25000619,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
4/17/2025,000,אלקטרודות 316L 2.5 ממ - נלקח עידו באישור רון משלוח 777,2,יח',2,יח',GR25000613,קבלות סחורה מספק,Main,0,PO25000828,2030337,"טכנו-בורג בע""מ"
4/17/2025,13000323,ארון סנסורים TIP-860 800X600X300,30,יח',30,יח',GR25000615,קבלות סחורה מספק,Main,0,PO25000346,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
4/17/2025,19000144,צבע סילבסטר 600-001  גלון טמבור,20,יח',20,יח',GR25000608,קבלות סחורה מספק,Main,0,PO25000814,2030231,"מעודד צבעים בע""מ"
4/17/2025,19000144,צבע סילבסטר 600-001  גלון טמבור,20,יח',20,יח',GR25000609,קבלות סחורה מספק,Main,0,PO25000825,2030231,"מעודד צבעים בע""מ"
4/17/2025,19000144,צבע סילבסטר 600-001  גלון טמבור,20,יח',20,יח',GR25000610,קבלות סחורה מספק,Main,0,PO25000811,2030231,"מעודד צבעים בע""מ"
4/17/2025,19000263,מדלל 32 סינטטי 18 ליטר -שמר,2,יח',2,יח',GR25000609,קבלות סחורה מספק,Main,0,PO25000825,2030231,"מעודד צבעים בע""מ"
4/17/2025,19000263,מדלל 32 סינטטי 18 ליטר -שמר,2,יח',2,יח',GR25000608,קבלות סחורה מספק,Main,0,PO25000814,2030231,"מעודד צבעים בע""מ"
4/17/2025,19000458,עגלה EU11,1,יח',1,יח',GR25000611,קבלות סחורה מספק,Main,0,PO24000662,2030476,"הורטל פרוייקטים(2018) בע""מ"
4/17/2025,19001061,עגלה RU11 DK קוני/ציל,1,יח',1,יח',GR25000611,קבלות סחורה מספק,Main,0,PO24000662,2030476,"הורטל פרוייקטים(2018) בע""מ"
4/17/2025,19001240,צינור מתכתי משוריין 3/4,100,יח',100,יח',GR25000616,קבלות סחורה מספק,Main,0,PO25000821,2030071,"ארכה בע""מ"
4/17/2025,19001241,כינסה מתכת לצינור משוריין 3/4,100,יח',100,יח',GR25000616,קבלות סחורה מספק,Main,0,PO25000821,2030071,"ארכה בע""מ"
4/17/2025,20000110,"מקדח כוס ""1 =25 ממ'",2,יח',2,יח',GR25000616,קבלות סחורה מספק,Main,0,PO25000821,2030071,"ארכה בע""מ"
4/17/2025,20000301,מקדח כוס 7/8  (22 ממ' ),3,יח',3,יח',GR25000616,קבלות סחורה מספק,Main,0,PO25000821,2030071,"ארכה בע""מ"
4/17/2025,22002417,מתאם להתקנת מצלמת HIKVISION על עמוד DS-1275ZJ,1,יח',1,יח',GR25000612,קבלות סחורה מספק,Main,0,PO25000436,2030391,"הצ' וי הי פתרונות אבטחה בע""מ"
4/17/2025,22002431,מצלמה PTZ 2MP X 25 DS-2DE4225IW-DE 12VDC,1,יח',1,יח',GR25000612,קבלות סחורה מספק,Main,0,PO25000436,2030391,"הצ' וי הי פתרונות אבטחה בע""מ"
4/17/2025,22002790,קופסת חיבורים למצלמת צינור DS-1260ZJ,4,יח',4,יח',GR25000612,קבלות סחורה מספק,Main,0,PO25000436,2030391,"הצ' וי הי פתרונות אבטחה בע""מ"
4/17/2025,22002863,מתאם לעמוד DS-1275ZJ-S-SUS,4,יח',4,יח',GR25000612,קבלות סחורה מספק,Main,0,PO25000436,2030391,"הצ' וי הי פתרונות אבטחה בע""מ"
4/17/2025,22002895,מערכת הקלטה NVR 16 ערוצים DS-7616NXI-K2 D-2T,1,יח',1,יח',GR25000612,קבלות סחורה מספק,Main,0,PO25000436,2030391,"הצ' וי הי פתרונות אבטחה בע""מ"
4/17/2025,22002896,מצלמת רשת צינור DS-2CD1643G0-IZ 2.8-C,4,יח',4,יח',GR25000612,קבלות סחורה מספק,Main,0,PO25000436,2030391,"הצ' וי הי פתרונות אבטחה בע""מ"
4/17/2025,26001117,דיסק קשיח Sky Hawk 4T ST4000VX016,1,יח',1,יח',GR25000612,קבלות סחורה מספק,Main,0,PO25000436,2030391,"הצ' וי הי פתרונות אבטחה בע""מ"
4/17/2025,30000177,"מוט הברגה 1 מטר 16 מ""מ",100,יח',100,יח',GR25000616,קבלות סחורה מספק,Main,0,PO25000821,2030071,"ארכה בע""מ"
4/20/2025,17000041,חוט חשמל גמיש 0.75 אדום,100,יח',100,יח',GR25000617,קבלות סחורה מספק,Main,0,PO25000780,2030103,"ג.ברס שיווק (1983) בע""מ"
4/20/2025,17000114,חוט חשמל 1.5 ממ''ר חום גמיש,100,יח',100,יח',GR25000617,קבלות סחורה מספק,Main,0,PO25000780,2030103,"ג.ברס שיווק (1983) בע""מ"
4/20/2025,17000130,חוט חשמל 1.5 ממ''ר כחול גמיש,100,יח',100,יח',GR25000617,קבלות סחורה מספק,Main,0,PO25000780,2030103,"ג.ברס שיווק (1983) בע""מ"
4/20/2025,17000155,חוט חשמל גמיש 0.75 שחור,100,יח',100,יח',GR25000617,קבלות סחורה מספק,Main,0,PO25000780,2030103,"ג.ברס שיווק (1983) בע""מ"
4/20/2025,17000173,חוט חשמל 1.5 צ/י גמיש,100,יח',100,יח',GR25000617,קבלות סחורה מספק,Main,0,PO25000780,2030103,"ג.ברס שיווק (1983) בע""מ"
4/20/2025,25001076,"ממ""ט  ABB S201M C10 1X10A",30,יח',30,יח',GR25000618,קבלות סחורה מספק,Main,0,PO25000762,2030071,"ארכה בע""מ"
4/20/2025,25001354,ספק כח DRS-240-12,30,יח',30,יח',GR25000619,קבלות סחורה מספק,Main,0,PO25000718,2030071,"ארכה בע""מ"
4/20/2025,28000047,מצבר TNE 12V100AH,72,יח',72,יח',GR25000620,קבלות סחורה מספק,Main,0,PO25000728,2030919,"מ.נ מערכות לתחבורה ולתעשייה בע""מ"
4/21/2025,000,"פלייר טבעות 12"" + 13"" - כיסוי משלוח 12017",1,יח',1,יח',GR25000622,קבלות סחורה מספק,Main,0,PO25000830,2030337,"טכנו-בורג בע""מ"
4/21/2025,12000146,פנס רמזור 70 מ''מ לד 2 צבעים 220 VAC,1,יח',1,יח',GR25000626,קבלות סחורה מספק,Main,0,PO25000648,2030191,"אוריאל שי בע""מ"
4/21/2025,17000293,כבל קואקס RG-59 + DC (טלדור),500,יח',500,יח',GR25000631,קבלות סחורה מספק,Main,0,PO25000816,2030103,"ג.ברס שיווק (1983) בע""מ"
4/21/2025,19000147,"מופה  ""2 לצינור שרשורי",3,יח',3,יח',GR25000624,קבלות סחורה מספק,Main,0,PO25000425,2030364,"אביעם אינסטלציה ובניין(מקבוצת ש.אל)בע""מ"
4/21/2025,19001147,מולטי בנד 5 מטר נירוסטה + ברגים לסגירה,4,יח',4,יח',GR25000635,קבלות סחורה מספק,Main,0,PO25000809,2030503,"רז צ.צ טכני 2003 בע""מ"
4/21/2025,19001147,מולטי בנד 5 מטר נירוסטה + ברגים לסגירה,10,יח',10,יח',GR25000636,קבלות סחורה מספק,Main,0,PO25000815,2030503,"רז צ.צ טכני 2003 בע""מ"
4/21/2025,19001234,"שלט ""סכנה בונים""",5,יח',5,יח',GR25000623,קבלות סחורה מספק,Main,0,PO25000786,2030503,"רז צ.צ טכני 2003 בע""מ"
4/21/2025,19001235,סיקה גראונד 215 (25ק''ג),4,יח',4,יח',GR25000623,קבלות סחורה מספק,Main,0,PO25000786,2030503,"רז צ.צ טכני 2003 בע""מ"
4/21/2025,20000885,דיסק רב שכבתי (פלפ) קילינגשבורג,50,יח',50,יח',GR25000634,קבלות סחורה מספק,Main,0,PO25000817,2030503,"רז צ.צ טכני 2003 בע""מ"
4/21/2025,20000950,בולם נפילה 15 מ' כבל,2,יח',2,יח',GR25000623,קבלות סחורה מספק,Main,0,PO25000786,2030503,"רז צ.צ טכני 2003 בע""מ"
4/21/2025,20001018,רצועת עיגון 60 ס''מ רוחב 20 ס''מ,4,יח',4,יח',GR25000623,קבלות סחורה מספק,Main,0,PO25000786,2030503,"רז צ.צ טכני 2003 בע""מ"
4/21/2025,22001031,"גליל נייר טרמי 60*86.78 קוטר 1"" 110 מיקרון רוחב 60 ממ הדפסה",1300,יח',1300,יח',GR25000628,קבלות סחורה מספק,Main,0,PO25000505,2030371,אינפוגרף מוצרי נייר
